AppID,AppName,Price,Category,Company
C1app168,app168,1.00,Game,C1
C1app169,app169,1.00,Game,C1
C1app170,app170,1.00,Game,C1
C1app171,app171,1.00,Game,C1
C1app172,app172,1.00,Game,C1
C1app173,app173,1.00,Game,C1
C1app174,app174,1.00,Game,C1
C1app175,app175,1.00,Game,C1
C1app176,app176,1.00,Game,C1
C1app177,app177,1.00,Game,C1
C1app178,app178,1.00,Game,C1
C1app179,app179,1.00,Game,C1
C1app180,app180,1.00,Game,C1
C1app181,app181,1.00,Game,C1
C1app182,app182,1.00,Game,C1
C1app183,app183,1.00,Game,C1
C1app184,app184,1.00,Game,C1
C1app185,app185,1.00,Game,C1
C1app186,app186,1.00,Game,C1
C1app187,app187,1.00,Game,C1
C1app188,app188,1.00,Game,C1
C1app189,app189,1.00,Game,C1
C1app190,app190,1.00,Game,C1
C1app191,app191,1.00,Game,C1
C1app192,app192,1.00,Game,C1
C1app193,app193,1.00,Game,C1
C1app194,app194,1.00,Game,C1
C1app195,app195,1.00,Game,C1
C1app196,app196,1.00,Game,C1
C1app197,app197,1.00,Game,C1
C1app198,app198,1.00,Game,C1
C1app199,app199,1.00,Game,C1
C1app200,app200,1.00,Game,C1
C1app201,app201,0.10,Education,C1
C1app202,app202,0.10,Education,C1
C1app203,app203,0.10,Education,C1
C1app204,app204,0.10,Education,C1
C1app205,app205,0.10,Education,C1
C1app206,app206,0.10,Education,C1
C1app207,app207,0.10,Education,C1
C1app208,app208,0.10,Education,C1
C1app209,app209,0.10,Education,C1
C1app210,app210,0.10,Education,C1
C1app211,app211,0.10,Education,C1
C1app212,app212,0.10,Education,C1
C1app213,app213,0.10,Education,C1
C1app214,app214,0.10,Education,C1
C1app215,app215,0.10,Education,C1
C1app216,app216,0.10,Education,C1
C1app217,app217,0.10,Education,C1
C1app218,app218,0.10,Education,C1
C1app219,app219,0.10,Education,C1
C1app220,app220,0.10,Education,C1
C1app221,app221,0.10,Education,C1
C1app222,app222,0.10,Education,C1
C1app223,app223,0.10,Education,C1
C1app224,app224,0.10,Education,C1
C1app225,app225,0.10,Education,C1
C1app226,app226,0.10,Education,C1
C1app227,app227,0.10,Education,C1
C1app228,app228,0.10,Education,C1
C1app229,app229,0.10,Education,C1
C1app230,app230,0.10,Education,C1
C1app231,app231,0.10,Education,C1
C1app232,app232,0.10,Education,C1
C1app233,app233,0.10,Education,C1
C1app234,app234,0.10,Education,C1
C1app235,app235,0.10,Education,C1
C1app236,app236,0.10,Education,C1
C1app237,app237,0.10,Education,C1
C1app238,app238,0.10,Education,C1
C1app239,app239,0.10,Education,C1
C1app240,app240,0.10,Education,C1
C1app241,app241,0.10,Education,C1
C1app242,app242,0.10,Education,C1
C1app243,app243,0.10,Education,C1
C1app244,app244,0.10,Education,C1
C1app245,app245,0.10,Education,C1
C1app246,app246,0.10,Education,C1
C1app247,app247,0.10,Education,C1
C1app248,app248,0.10,Education,C1
C1app249,app249,0.10,Education,C1
C1app250,app250,0.10,Education,C1
C1app251,app251,0.10,Education,C1
C1app252,app252,0.10,Education,C1
C1app253,app253,0.10,Education,C1
C1app254,app254,0.10,Education,C1
C1app255,app255,0.10,Education,C1
C1app256,app256,0.10,Education,C1
C1app257,app257,0.10,Education,C1
C1app258,app258,0.10,Education,C1
C1app259,app259,0.10,Education,C1
C1app260,app260,0.10,Education,C1
C1app261,app261,0.10,Education,C1
C1app262,app262,0.10,Education,C1
C1app263,app263,0.10,Education,C1
C1app264,app264,0.10,Education,C1
C1app265,app265,0.10,Education,C1
C1app266,app266,0.10,Education,C1
C1app267,app267,0.10,Education,C1
C1app268,app268,0.10,Education,C1
C1app269,app269,0.10,Education,C1
C1app270,app270,0.10,Education,C1
C1app271,app271,0.10,Education,C1
C1app272,app272,0.10,Education,C1
C1app273,app273,0.10,Education,C1
C1app274,app274,0.10,Education,C1
C1app275,app275,0.10,Education,C1
C1app276,app276,0.10,Education,C1
C1app277,app277,0.10,Education,C1
C1app278,app278,0.10,Education,C1
C1app279,app279,0.10,Education,C1
C1app280,app280,0.10,Education,C1
C1app281,app281,0.10,Education,C1
C1app282,app282,0.10,Education,C1
C1app283,app283,0.10,Education,C1
C1app284,app284,0.10,Education,C1
C1app285,app285,0.10,Education,C1
C1app286,app286,0.10,Education,C1
C1app287,app287,0.10,Education,C1
C1app288,app288,0.10,Education,C1
C1app289,app289,0.10,Education,C1
C1app290,app290,0.10,Education,C1
C1app291,app291,0.10,Education,C1
C1app292,app292,0.10,Education,C1
C1app293,app293,0.10,Education,C1
C1app294,app294,0.10,Education,C1
C1app295,app295,0.10,Education,C1
C1app296,app296,0.10,Education,C1
C1app297,app297,0.10,Education,C1
C1app298,app298,0.10,Education,C1
C1app299,app299,0.10,Education,C1
C2app0,app0,0.00,Game,C2
C2app1,app1,0.00,Game,C2
C2app2,app2,0.00,Game,C2
C2app3,app3,0.00,Game,C2
C2app4,app4,0.00,Game,C2
C2app5,app5,0.00,Game,C2
C2app6,app6,0.00,Game,C2
C2app7,app7,0.00,Game,C2
C2app8,app8,0.00,Game,C2
C2app9,app9,0.00,Game,C2
C2app10,app10,1.00,Game,C2
C2app11,app11,1.00,Game,C2
C2app12,app12,1.00,Game,C2
C2app13,app13,1.00,Game,C2
C2app14,app14,1.00,Game,C2
C2app15,app15,1.00,Game,C2
C2app16,app16,1.00,Game,C2
C2app17,app17,1.00,Game,C2
C2app18,app18,1.00,Game,C2
C2app19,app19,0.10,Education,C2
C2app20,app20,0.10,Education,C2
C2app21,app21,0.10,Education,C2
C2app22,app22,0.10,Education,C2
C2app23,app23,0.10,Education,C2
C2app24,app24,0.10,Education,C2
C2app25,app25,0.10,Education,C2
C2app26,app26,0.10,Education,C2
C2app27,app27,0.10,Education,C2
C2app28,app28,0.10,Education,C2
C3app0,app0,0.00,Game,C3
C3app1,app1,0.00,Game,C3
C3app2,app2,0.00,Game,C3
C3app3,app3,0.00,Game,C3
C3app4,app4,0.00,Game,C3
C3app5,app5,0.00,Game,C3
C3app6,app6,0.00,Game,C3
C3app7,app7,0.00,Game,C3
C3app8,app8,0.00,Game,C3
C3app9,app9,0.00,Game,C3
C3app10,app10,0.00,Game,C3
C3app11,app11,0.00,Game,C3
C3app12,app12,0.00,Game,C3
C3app13,app13,0.00,Game,C3
C3app14,app14,0.00,Game,C3
C3app15,app15,0.00,Game,C3
C3app16,app16,0.00,Game,C3
C3app17,app17,0.00,Game,C3
C3app18,app18,0.00,Game,C3
C3app19,app19,0.00,Game,C3
C3app20,app20,0.00,Game,C3
C3app21,app21,0.00,Game,C3
C3app22,app22,0.00,Game,C3
C3app23,app23,0.00,Game,C3
C3app24,app24,0.00,Game,C3
C3app25,app25,0.00,Game,C3
C3app26,app26,0.00,Game,C3
C3app27,app27,0.00,Game,C3
C3app28,app28,0.00,Game,C3
C3app29,app29,0.00,Game,C3
C3app30,app30,0.00,Game,C3
C3app31,app31,0.00,Game,C3
C3app32,app32,0.00,Game,C3
C3app33,app33,0.00,Game,C3
C3app34,app34,0.00,Game,C3
C3app35,app35,0.00,Game,C3
C3app36,app36,0.00,Game,C3
C3app37,app37,0.00,Game,C3
C3app38,app38,0.00,Game,C3
C3app39,app39,0.00,Game,C3
C3app40,app40,0.00,Game,C3
C3app41,app41,0.00,Game,C3
C3app42,app42,0.00,Game,C3
C3app43,app43,0.00,Game,C3
C3app44,app44,0.00,Game,C3
C3app45,app45,0.00,Game,C3
C3app46,app46,0.10,Education,C3
C3app47,app47,0.10,Education,C3
C3app48,app48,0.10,Education,C3
C3app49,app49,0.10,Education,C3
C3app50,app50,0.10,Education,C3
C3app51,app51,0.10,Education,C3
C3app52,app52,0.10,Education,C3
C3app53,app53,0.10,Education,C3
C3app54,app54,0.10,Education,C3
C3app55,app55,0.10,Education,C3
C3app56,app56,0.10,Education,C3
C3app57,app57,0.10,Education,C3
C3app58,app58,0.10,Education,C3
C3app59,app59,0.10,Education,C3
C3app60,app60,0.10,Education,C3
C3app61,app61,0.10,Education,C3
C3app62,app62,0.10,Education,C3
C3app63,app63,0.10,Education,C3
C3app64,app64,0.10,Education,C3
C3app65,app65,0.10,Education,C3
C3app66,app66,0.10,Education,C3
C3app67,app67,0.10,Education,C3
C3app68,app68,0.10,Education,C3
C3app69,app69,0.10,Education,C3
C3app70,app70,0.10,Education,C3
C3app71,app71,0.10,Education,C3
C3app72,app72,0.10,Education,C3
C3app73,app73,0.10,Education,C3
C3app74,app74,0.10,Education,C3
C3app75,app75,0.10,Education,C3
C3app76,app76,0.10,Education,C3
C3app77,app77,0.10,Education,C3
C3app78,app78,0.10,Education,C3
C3app79,app79,0.10,Education,C3
C3app80,app80,0.10,Education,C3
C3app81,app81,0.10,Education,C3
C3app82,app82,0.10,Education,C3
C3app83,app83,0.10,Education,C3
C3app84,app84,0.10,Education,C3
C3app85,app85,0.10,Education,C3
C3app86,app86,0.10,Education,C3
C3app87,app87,0.10,Education,C3
C3app88,app88,0.10,Education,C3
C3app89,app89,0.10,Education,C3
