UserID,AppID,Timestamp,Action
user5,C1app1,2021/02/01-10:00:00,Install
user5,C1app1,2021/03/01-10:00:00,Install
user5,C1app1,2021/04/01-10:00:00,Install
user5,C1app1,2021/05/01-10:00:00,Install
user5,C1app1,2021/06/01-10:00:00,Install
user5,C1app1,2021/07/01-10:00:00,Install
user5,C1app1,2021/08/01-10:00:00,Install
user5,C1app1,2021/09/01-10:00:00,Install
user5,C1app1,2021/10/01-10:00:00,Install
user5,C1app1,2021/11/01-10:00:00,Install
user5,C1app1,2021/12/01-10:00:00,Install
user6,C1app1,2021/01/01-10:00:00,Install
user6,C1app1,2021/02/01-10:00:00,Install
user6,C1app1,2021/03/01-10:00:00,Install
user6,C1app1,2021/04/01-10:00:00,Install
user6,C1app1,2021/05/01-10:00:00,Install
user6,C1app1,2021/06/01-10:00:00,Install
user6,C1app1,2021/07/01-10:00:00,Install
user6,C1app1,2021/08/01-10:00:00,Install
user6,C1app1,2021/09/01-10:00:00,Install
user6,C1app1,2021/10/01-10:00:00,Install
user6,C1app1,2021/11/01-10:00:00,Install
user6,C1app1,2021/12/01-10:00:00,Install
user7,C1app1,2021/01/01-10:00:00,Install
user7,C1app1,2021/02/01-10:00:00,Install
user7,C1app1,2021/03/01-10:00:00,Install
user7,C1app1,2021/04/01-10:00:00,Install
user7,C1app1,2021/05/01-10:00:00,Install
user7,C1app1,2021/06/01-10:00:00,Install
user7,C1app1,2021/07/01-10:00:00,Install
user7,C1app1,2021/08/01-10:00:00,Install
user7,C1app1,2021/09/01-10:00:00,Install
user7,C1app1,2021/10/01-10:00:00,Install
user7,C1app1,2021/11/01-10:00:00,Install
user7,C1app1,2021/12/01-10:00:00,Install
user8,C1app1,2021/01/01-10:00:00,Install
user8,C1app1,2021/02/01-10:00:00,Install
user8,C1app1,2021/03/01-10:00:00,Install
user8,C1app1,2021/04/01-10:00:00,Install
user8,C1app1,2021/05/01-10:00:00,Install
user8,C1app1,2021/06/01-10:00:00,Install
user8,C1app1,2021/07/01-10:00:00,Install
user8,C1app1,2021/08/01-10:00:00,Install
user8,C1app1,2021/09/01-10:00:00,Install
user8,C1app1,2021/10/01-10:00:00,Install
user8,C1app1,2021/11/01-10:00:00,Install
user8,C1app1,2021/12/01-10:00:00,Install
user9,C1app1,2021/01/01-10:00:00,Install
user9,C1app1,2021/02/01-10:00:00,Install
user9,C1app1,2021/03/01-10:00:00,Install
user9,C1app1,2021/04/01-10:00:00,Install
user9,C1app1,2021/05/01-10:00:00,Install
user9,C1app1,2021/06/01-10:00:00,Install
user9,C1app1,2021/07/01-10:00:00,Install
user9,C1app1,2021/08/01-10:00:00,Install
user9,C1app1,2021/09/01-10:00:00,Install
user9,C1app1,2021/10/01-10:00:00,Install
user9,C1app1,2021/11/01-10:00:00,Install
user9,C1app1,2021/12/01-10:00:00,Install
user10,C1app1,2021/01/01-10:00:00,Install
user10,C1app1,2021/02/01-10:00:00,Install
user10,C1app1,2021/03/01-10:00:00,Install
user10,C1app1,2021/04/01-10:00:00,Install
user10,C1app1,2021/05/01-10:00:00,Install
user10,C1app1,2021/06/01-10:00:00,Install
user10,C1app1,2021/07/01-10:00:00,Install
user10,C1app1,2021/08/01-10:00:00,Install
user10,C1app1,2021/09/01-10:00:00,Install
user10,C1app1,2021/10/01-10:00:00,Install
user10,C1app1,2021/11/01-10:00:00,Install
user10,C1app1,2021/12/01-10:00:00,Install
user11,C1app1,2021/01/01-10:00:00,Install
user11,C1app1,2021/02/01-10:00:00,Install
user11,C1app1,2021/03/01-10:00:00,Install
user11,C1app1,2021/04/01-10:00:00,Install
user11,C1app1,2021/05/01-10:00:00,Install
user11,C1app1,2021/06/01-10:00:00,Install
user11,C1app1,2021/07/01-10:00:00,Install
user11,C1app1,2021/08/01-10:00:00,Install
user11,C1app1,2021/09/01-10:00:00,Install
user11,C1app1,2021/10/01-10:00:00,Install
user11,C1app1,2021/11/01-10:00:00,Install
user11,C1app1,2021/12/01-10:00:00,Install
user12,C1app1,2021/01/01-10:00:00,Install
user12,C1app1,2021/02/01-10:00:00,Install
user12,C1app1,2021/03/01-10:00:00,Install
user12,C1app1,2021/04/01-10:00:00,Install
user12,C1app1,2021/05/01-10:00:00,Install
user12,C1app1,2021/06/01-10:00:00,Install
user12,C1app1,2021/07/01-10:00:00,Install
user12,C1app1,2021/08/01-10:00:00,Install
user12,C1app1,2021/09/01-10:00:00,Install
user12,C1app1,2021/10/01-10:00:00,Install
user12,C1app1,2021/11/01-10:00:00,Install
user12,C1app1,2021/12/01-10:00:00,Install
user13,C1app1,2021/01/01-10:00:00,Install
user13,C1app1,2021/02/01-10:00:00,Install
user13,C1app1,2021/03/01-10:00:00,Install
user13,C1app1,2021/04/01-10:00:00,Install
user13,C1app1,2021/05/01-10:00:00,Install
user13,C1app1,2021/06/01-10:00:00,Install
user13,C1app1,2021/07/01-10:00:00,Install
user13,C1app1,2021/08/01-10:00:00,Install
user13,C1app1,2021/09/01-10:00:00,Install
user13,C1app1,2021/10/01-10:00:00,Install
user13,C1app1,2021/11/01-10:00:00,Install
user13,C1app1,2021/12/01-10:00:00,Install
user14,C1app1,2021/01/01-10:00:00,Install
user14,C1app1,2021/02/01-10:00:00,Install
user14,C1app1,2021/03/01-10:00:00,Install
user14,C1app1,2021/04/01-10:00:00,Install
user14,C1app1,2021/05/01-10:00:00,Install
user14,C1app1,2021/06/01-10:00:00,Install
user14,C1app1,2021/07/01-10:00:00,Install
user14,C1app1,2021/08/01-10:00:00,Install
user14,C1app1,2021/09/01-10:00:00,Install
user14,C1app1,2021/10/01-10:00:00,Install
user14,C1app1,2021/11/01-10:00:00,Install
user14,C1app1,2021/12/01-10:00:00,Install
user15,C1app1,2021/01/01-10:00:00,Install
user15,C1app1,2021/02/01-10:00:00,Install
user15,C1app1,2021/03/01-10:00:00,Install
user15,C1app1,2021/04/01-10:00:00,Install
user15,C1app1,2021/05/01-10:00:00,Install
user15,C1app1,2021/06/01-10:00:00,Install
user15,C1app1,2021/07/01-10:00:00,Install
user15,C1app1,2021/08/01-10:00:00,Install
user15,C1app1,2021/09/01-10:00:00,Install
user15,C1app1,2021/10/01-10:00:00,Install
user15,C1app1,2021/11/01-10:00:00,Install
user15,C1app1,2021/12/01-10:00:00,Install
user16,C1app1,2021/01/01-10:00:00,Install
user16,C1app1,2021/02/01-10:00:00,Install
user16,C1app1,2021/03/01-10:00:00,Install
user16,C1app1,2021/04/01-10:00:00,Install
user16,C1app1,2021/05/01-10:00:00,Install
user16,C1app1,2021/06/01-10:00:00,Install
user16,C1app1,2021/07/01-10:00:00,Install
user16,C1app1,2021/08/01-10:00:00,Install
user16,C1app1,2021/09/01-10:00:00,Install
user16,C1app1,2021/10/01-10:00:00,Install
user16,C1app1,2021/11/01-10:00:00,Install
user16,C1app1,2021/12/01-10:00:00,Install
user17,C1app1,2021/01/01-10:00:00,Install
user17,C1app1,2021/02/01-10:00:00,Install
user17,C1app1,2021/03/01-10:00:00,Install
user17,C1app1,2021/04/01-10:00:00,Install
user17,C1app1,2021/05/01-10:00:00,Install
user17,C1app1,2021/06/01-10:00:00,Install
user17,C1app1,2021/07/01-10:00:00,Install
user17,C1app1,2021/08/01-10:00:00,Install
user17,C1app1,2021/09/01-10:00:00,Install
user17,C1app1,2021/10/01-10:00:00,Install
user17,C1app1,2021/11/01-10:00:00,Install
user17,C1app1,2021/12/01-10:00:00,Install
user18,C1app1,2021/01/01-10:00:00,Install
user18,C1app1,2021/02/01-10:00:00,Install
user18,C1app1,2021/03/01-10:00:00,Install
user18,C1app1,2021/04/01-10:00:00,Install
user18,C1app1,2021/05/01-10:00:00,Install
user18,C1app1,2021/06/01-10:00:00,Install
user18,C1app1,2021/07/01-10:00:00,Install
user18,C1app1,2021/08/01-10:00:00,Install
user18,C1app1,2021/09/01-10:00:00,Install
user18,C1app1,2021/10/01-10:00:00,Install
user18,C1app1,2021/11/01-10:00:00,Install
user18,C1app1,2021/12/01-10:00:00,Install
user19,C1app1,2021/01/01-10:00:00,Install
user19,C1app1,2021/02/01-10:00:00,Install
user19,C1app1,2021/03/01-10:00:00,Install
user19,C1app1,2021/04/01-10:00:00,Install
user19,C1app1,2021/05/01-10:00:00,Install
user19,C1app1,2021/06/01-10:00:00,Install
user19,C1app1,2021/07/01-10:00:00,Install
user19,C1app1,2021/08/01-10:00:00,Install
user19,C1app1,2021/09/01-10:00:00,Install
user19,C1app1,2021/10/01-10:00:00,Install
user19,C1app1,2021/11/01-10:00:00,Install
user19,C1app1,2021/12/01-10:00:00,Install
user20,C1app1,2021/01/01-10:00:00,Install
user20,C1app1,2021/02/01-10:00:00,Install
user20,C1app1,2021/03/01-10:00:00,Install
user20,C1app1,2021/04/01-10:00:00,Install
user20,C1app1,2021/05/01-10:00:00,Install
user20,C1app1,2021/06/01-10:00:00,Install
user20,C1app1,2021/07/01-10:00:00,Install
user20,C1app1,2021/08/01-10:00:00,Install
user20,C1app1,2021/09/01-10:00:00,Install
user20,C1app1,2021/10/01-10:00:00,Install
user20,C1app1,2021/11/01-10:00:00,Install
user20,C1app1,2021/12/01-10:00:00,Install
user21,C1app1,2021/01/01-10:00:00,Install
user21,C1app1,2021/02/01-10:00:00,Install
user21,C1app1,2021/03/01-10:00:00,Install
user21,C1app1,2021/04/01-10:00:00,Install
user21,C1app1,2021/05/01-10:00:00,Install
user21,C1app1,2021/06/01-10:00:00,Install
user21,C1app1,2021/07/01-10:00:00,Install
user21,C1app1,2021/08/01-10:00:00,Install
user21,C1app1,2021/09/01-10:00:00,Install
user21,C1app1,2021/10/01-10:00:00,Install
user21,C1app1,2021/11/01-10:00:00,Install
user21,C1app1,2021/12/01-10:00:00,Install
user22,C1app1,2021/01/01-10:00:00,Install
user22,C1app1,2021/02/01-10:00:00,Install
user22,C1app1,2021/03/01-10:00:00,Install
user22,C1app1,2021/04/01-10:00:00,Install
user22,C1app1,2021/05/01-10:00:00,Install
user22,C1app1,2021/06/01-10:00:00,Install
user22,C1app1,2021/07/01-10:00:00,Install
user22,C1app1,2021/08/01-10:00:00,Install
user22,C1app1,2021/09/01-10:00:00,Install
user22,C1app1,2021/10/01-10:00:00,Install
user22,C1app1,2021/11/01-10:00:00,Install
user22,C1app1,2021/12/01-10:00:00,Install
user23,C1app1,2021/01/01-10:00:00,Install
user23,C1app1,2021/02/01-10:00:00,Install
user23,C1app1,2021/03/01-10:00:00,Install
user23,C1app1,2021/04/01-10:00:00,Install
user23,C1app1,2021/05/01-10:00:00,Install
user23,C1app1,2021/06/01-10:00:00,Install
user23,C1app1,2021/07/01-10:00:00,Install
user23,C1app1,2021/08/01-10:00:00,Install
user23,C1app1,2021/09/01-10:00:00,Install
user23,C1app1,2021/10/01-10:00:00,Install
user23,C1app1,2021/11/01-10:00:00,Install
user23,C1app1,2021/12/01-10:00:00,Install
user24,C1app1,2021/01/01-10:00:00,Install
user24,C1app1,2021/02/01-10:00:00,Install
user24,C1app1,2021/03/01-10:00:00,Install
user24,C1app1,2021/04/01-10:00:00,Install
user24,C1app1,2021/05/01-10:00:00,Install
user24,C1app1,2021/06/01-10:00:00,Install
user24,C1app1,2021/07/01-10:00:00,Install
user24,C1app1,2021/08/01-10:00:00,Install
user24,C1app1,2021/09/01-10:00:00,Install
user24,C1app1,2021/10/01-10:00:00,Install
user24,C1app1,2021/11/01-10:00:00,Install
user24,C1app1,2021/12/01-10:00:00,Install
user25,C1app1,2021/01/01-10:00:00,Install
user25,C1app1,2021/02/01-10:00:00,Install
user25,C1app1,2021/03/01-10:00:00,Install
user25,C1app1,2021/04/01-10:00:00,Install
user25,C1app1,2021/05/01-10:00:00,Install
user25,C1app1,2021/06/01-10:00:00,Install
user25,C1app1,2021/07/01-10:00:00,Install
user25,C1app1,2021/08/01-10:00:00,Install
user25,C1app1,2021/09/01-10:00:00,Install
user25,C1app1,2021/10/01-10:00:00,Install
user25,C1app1,2021/11/01-10:00:00,Install
user25,C1app1,2021/12/01-10:00:00,Install
user26,C1app1,2021/01/01-10:00:00,Install
user26,C1app1,2021/02/01-10:00:00,Install
user26,C1app1,2021/03/01-10:00:00,Install
user26,C1app1,2021/04/01-10:00:00,Install
user26,C1app1,2021/05/01-10:00:00,Install
user26,C1app1,2021/06/01-10:00:00,Install
user26,C1app1,2021/07/01-10:00:00,Install
user26,C1app1,2021/08/01-10:00:00,Install
user26,C1app1,2021/09/01-10:00:00,Install
user26,C1app1,2021/10/01-10:00:00,Install
user26,C1app1,2021/11/01-10:00:00,Install
user26,C1app1,2021/12/01-10:00:00,Install
user27,C1app1,2021/01/01-10:00:00,Install
user27,C1app1,2021/02/01-10:00:00,Install
user27,C1app1,2021/03/01-10:00:00,Install
user27,C1app1,2021/04/01-10:00:00,Install
user27,C1app1,2021/05/01-10:00:00,Install
user27,C1app1,2021/06/01-10:00:00,Install
user27,C1app1,2021/07/01-10:00:00,Install
user27,C1app1,2021/08/01-10:00:00,Install
user27,C1app1,2021/09/01-10:00:00,Install
user27,C1app1,2021/10/01-10:00:00,Install
user27,C1app1,2021/11/01-10:00:00,Install
user27,C1app1,2021/12/01-10:00:00,Install
user28,C1app1,2021/01/01-10:00:00,Install
user28,C1app1,2021/02/01-10:00:00,Install
user28,C1app1,2021/03/01-10:00:00,Install
user28,C1app1,2021/04/01-10:00:00,Install
user28,C1app1,2021/05/01-10:00:00,Install
user28,C1app1,2021/06/01-10:00:00,Install
user28,C1app1,2021/07/01-10:00:00,Install
user28,C1app1,2021/08/01-10:00:00,Install
user28,C1app1,2021/09/01-10:00:00,Install
user28,C1app1,2021/10/01-10:00:00,Install
user28,C1app1,2021/11/01-10:00:00,Install
user28,C1app1,2021/12/01-10:00:00,Install
user29,C1app1,2021/01/01-10:00:00,Install
user29,C1app1,2021/02/01-10:00:00,Install
user29,C1app1,2021/03/01-10:00:00,Install
user29,C1app1,2021/04/01-10:00:00,Install
user29,C1app1,2021/05/01-10:00:00,Install
user29,C1app1,2021/06/01-10:00:00,Install
user29,C1app1,2021/07/01-10:00:00,Install
user29,C1app1,2021/08/01-10:00:00,Install
user29,C1app1,2021/09/01-10:00:00,Install
user29,C1app1,2021/10/01-10:00:00,Install
user29,C1app1,2021/11/01-10:00:00,Install
user29,C1app1,2021/12/01-10:00:00,Install
user30,C1app1,2021/01/01-10:00:00,Install
user30,C1app1,2021/02/01-10:00:00,Install
user30,C1app1,2021/03/01-10:00:00,Install
user30,C1app1,2021/04/01-10:00:00,Install
user30,C1app1,2021/05/01-10:00:00,Install
user30,C1app1,2021/06/01-10:00:00,Install
user30,C1app1,2021/07/01-10:00:00,Install
user30,C1app1,2021/08/01-10:00:00,Install
user30,C1app1,2021/09/01-10:00:00,Install
user30,C1app1,2021/10/01-10:00:00,Install
user30,C1app1,2021/11/01-10:00:00,Install
user30,C1app1,2021/12/01-10:00:00,Install
user31,C1app1,2021/01/01-10:00:00,Install
user31,C1app1,2021/02/01-10:00:00,Install
user31,C1app1,2021/03/01-10:00:00,Install
user31,C1app1,2021/04/01-10:00:00,Install
user31,C1app1,2021/05/01-10:00:00,Install
user31,C1app1,2021/06/01-10:00:00,Install
user31,C1app1,2021/07/01-10:00:00,Install
user31,C1app1,2021/08/01-10:00:00,Install
user31,C1app1,2021/09/01-10:00:00,Install
user31,C1app1,2021/10/01-10:00:00,Install
user31,C1app1,2021/11/01-10:00:00,Install
user31,C1app1,2021/12/01-10:00:00,Install
user32,C1app1,2021/01/01-10:00:00,Install
user32,C1app1,2021/02/01-10:00:00,Install
user32,C1app1,2021/03/01-10:00:00,Install
user32,C1app1,2021/04/01-10:00:00,Install
user32,C1app1,2021/05/01-10:00:00,Install
user32,C1app1,2021/06/01-10:00:00,Install
user32,C1app1,2021/07/01-10:00:00,Install
user32,C1app1,2021/08/01-10:00:00,Install
user32,C1app1,2021/09/01-10:00:00,Install
user32,C1app1,2021/10/01-10:00:00,Install
user32,C1app1,2021/11/01-10:00:00,Install
user32,C1app1,2021/12/01-10:00:00,Install
user33,C1app1,2021/01/01-10:00:00,Install
user33,C1app1,2021/02/01-10:00:00,Install
user33,C1app1,2021/03/01-10:00:00,Install
user33,C1app1,2021/04/01-10:00:00,Install
user33,C1app1,2021/05/01-10:00:00,Install
user33,C1app1,2021/06/01-10:00:00,Install
user33,C1app1,2021/07/01-10:00:00,Install
user33,C1app1,2021/08/01-10:00:00,Install
user33,C1app1,2021/09/01-10:00:00,Install
user33,C1app1,2021/10/01-10:00:00,Install
user33,C1app1,2021/11/01-10:00:00,Install
user33,C1app1,2021/12/01-10:00:00,Install
user34,C1app1,2021/01/01-10:00:00,Install
user34,C1app1,2021/02/01-10:00:00,Install
user34,C1app1,2021/03/01-10:00:00,Install
user34,C1app1,2021/04/01-10:00:00,Install
user34,C1app1,2021/05/01-10:00:00,Install
user34,C1app1,2021/06/01-10:00:00,Install
user34,C1app1,2021/07/01-10:00:00,Install
user34,C1app1,2021/08/01-10:00:00,Install
user34,C1app1,2021/09/01-10:00:00,Install
user34,C1app1,2021/10/01-10:00:00,Install
user34,C1app1,2021/11/01-10:00:00,Install
user34,C1app1,2021/12/01-10:00:00,Install
user35,C1app1,2021/01/01-10:00:00,Install
user35,C1app1,2021/02/01-10:00:00,Install
user35,C1app1,2021/03/01-10:00:00,Install
user35,C1app1,2021/04/01-10:00:00,Install
user35,C1app1,2021/05/01-10:00:00,Install
user35,C1app1,2021/06/01-10:00:00,Install
user35,C1app1,2021/07/01-10:00:00,Install
user35,C1app1,2021/08/01-10:00:00,Install
user35,C1app1,2021/09/01-10:00:00,Install
user35,C1app1,2021/10/01-10:00:00,Install
user35,C1app1,2021/11/01-10:00:00,Install
user35,C1app1,2021/12/01-10:00:00,Install
user36,C1app1,2021/01/01-10:00:00,Install
user36,C1app1,2021/02/01-10:00:00,Install
user36,C1app1,2021/03/01-10:00:00,Install
user36,C1app1,2021/04/01-10:00:00,Install
user36,C1app1,2021/05/01-10:00:00,Install
user36,C1app1,2021/06/01-10:00:00,Install
user36,C1app1,2021/07/01-10:00:00,Install
user36,C1app1,2021/08/01-10:00:00,Install
user36,C1app1,2021/09/01-10:00:00,Install
user36,C1app1,2021/10/01-10:00:00,Install
user36,C1app1,2021/11/01-10:00:00,Install
user36,C1app1,2021/12/01-10:00:00,Install
user37,C1app1,2021/01/01-10:00:00,Install
user37,C1app1,2021/02/01-10:00:00,Install
user37,C1app1,2021/03/01-10:00:00,Install
user37,C1app1,2021/04/01-10:00:00,Install
user37,C1app1,2021/05/01-10:00:00,Install
user37,C1app1,2021/06/01-10:00:00,Install
user37,C1app1,2021/07/01-10:00:00,Install
user37,C1app1,2021/08/01-10:00:00,Install
user37,C1app1,2021/09/01-10:00:00,Install
user37,C1app1,2021/10/01-10:00:00,Install
user37,C1app1,2021/11/01-10:00:00,Install
user37,C1app1,2021/12/01-10:00:00,Install
user38,C1app1,2021/01/01-10:00:00,Install
user38,C1app1,2021/02/01-10:00:00,Install
user38,C1app1,2021/03/01-10:00:00,Install
user38,C1app1,2021/04/01-10:00:00,Install
user38,C1app1,2021/05/01-10:00:00,Install
user38,C1app1,2021/06/01-10:00:00,Install
user38,C1app1,2021/07/01-10:00:00,Install
user38,C1app1,2021/08/01-10:00:00,Install
user38,C1app1,2021/09/01-10:00:00,Install
user38,C1app1,2021/10/01-10:00:00,Install
user38,C1app1,2021/11/01-10:00:00,Install
user38,C1app1,2021/12/01-10:00:00,Install
user39,C1app1,2021/01/01-10:00:00,Install
user39,C1app1,2021/02/01-10:00:00,Install
user39,C1app1,2021/03/01-10:00:00,Install
user39,C1app1,2021/04/01-10:00:00,Install
user39,C1app1,2021/05/01-10:00:00,Install
user39,C1app1,2021/06/01-10:00:00,Install
user39,C1app1,2021/07/01-10:00:00,Install
user39,C1app1,2021/08/01-10:00:00,Install
user39,C1app1,2021/09/01-10:00:00,Install
user39,C1app1,2021/10/01-10:00:00,Install
user39,C1app1,2021/11/01-10:00:00,Install
user39,C1app1,2021/12/01-10:00:00,Install
user40,C1app1,2021/01/01-10:00:00,Install
user40,C1app1,2021/02/01-10:00:00,Install
user40,C1app1,2021/03/01-10:00:00,Install
user40,C1app1,2021/04/01-10:00:00,Install
user40,C1app1,2021/05/01-10:00:00,Install
user40,C1app1,2021/06/01-10:00:00,Install
user40,C1app1,2021/07/01-10:00:00,Install
user40,C1app1,2021/08/01-10:00:00,Install
user40,C1app1,2021/09/01-10:00:00,Install
user40,C1app1,2021/10/01-10:00:00,Install
user40,C1app1,2021/11/01-10:00:00,Install
user40,C1app1,2021/12/01-10:00:00,Install
user41,C1app1,2021/01/01-10:00:00,Install
user41,C1app1,2021/02/01-10:00:00,Install
user41,C1app1,2021/03/01-10:00:00,Install
user41,C1app1,2021/04/01-10:00:00,Install
user41,C1app1,2021/05/01-10:00:00,Install
user41,C1app1,2021/06/01-10:00:00,Install
user41,C1app1,2021/07/01-10:00:00,Install
user41,C1app1,2021/08/01-10:00:00,Install
user41,C1app1,2021/09/01-10:00:00,Install
user41,C1app1,2021/10/01-10:00:00,Install
user41,C1app1,2021/11/01-10:00:00,Install
user41,C1app1,2021/12/01-10:00:00,Install
user42,C1app1,2021/01/01-10:00:00,Install
user42,C1app1,2021/02/01-10:00:00,Install
user42,C1app1,2021/03/01-10:00:00,Install
user42,C1app1,2021/04/01-10:00:00,Install
user42,C1app1,2021/05/01-10:00:00,Install
user42,C1app1,2021/06/01-10:00:00,Install
user42,C1app1,2021/07/01-10:00:00,Install
user42,C1app1,2021/08/01-10:00:00,Install
user42,C1app1,2021/09/01-10:00:00,Install
user42,C1app1,2021/10/01-10:00:00,Install
user42,C1app1,2021/11/01-10:00:00,Install
user42,C1app1,2021/12/01-10:00:00,Install
user43,C1app1,2021/01/01-10:00:00,Install
user43,C1app1,2021/02/01-10:00:00,Install
user43,C1app1,2021/03/01-10:00:00,Install
user43,C1app1,2021/04/01-10:00:00,Install
user43,C1app1,2021/05/01-10:00:00,Install
user43,C1app1,2021/06/01-10:00:00,Install
user43,C1app1,2021/07/01-10:00:00,Install
user43,C1app1,2021/08/01-10:00:00,Install
user43,C1app1,2021/09/01-10:00:00,Install
user43,C1app1,2021/10/01-10:00:00,Install
user43,C1app1,2021/11/01-10:00:00,Install
user43,C1app1,2021/12/01-10:00:00,Install
user44,C1app1,2021/01/01-10:00:00,Install
user44,C1app1,2021/02/01-10:00:00,Install
user44,C1app1,2021/03/01-10:00:00,Install
user44,C1app1,2021/04/01-10:00:00,Install
user44,C1app1,2021/05/01-10:00:00,Install
user44,C1app1,2021/06/01-10:00:00,Install
user44,C1app1,2021/07/01-10:00:00,Install
user44,C1app1,2021/08/01-10:00:00,Install
user44,C1app1,2021/09/01-10:00:00,Install
user44,C1app1,2021/10/01-10:00:00,Install
user44,C1app1,2021/11/01-10:00:00,Install
user44,C1app1,2021/12/01-10:00:00,Install
user45,C1app1,2021/01/01-10:00:00,Install
user45,C1app1,2021/02/01-10:00:00,Install
user45,C1app1,2021/03/01-10:00:00,Install
user45,C1app1,2021/04/01-10:00:00,Install
user45,C1app1,2021/05/01-10:00:00,Install
user45,C1app1,2021/06/01-10:00:00,Install
user45,C1app1,2021/07/01-10:00:00,Install
user45,C1app1,2021/08/01-10:00:00,Install
user45,C1app1,2021/09/01-10:00:00,Install
user45,C1app1,2021/10/01-10:00:00,Install
user45,C1app1,2021/11/01-10:00:00,Install
user45,C1app1,2021/12/01-10:00:00,Install
user46,C1app1,2021/01/01-10:00:00,Install
user46,C1app1,2021/02/01-10:00:00,Install
user46,C1app1,2021/03/01-10:00:00,Install
user46,C1app1,2021/04/01-10:00:00,Install
user46,C1app1,2021/05/01-10:00:00,Install
user46,C1app1,2021/06/01-10:00:00,Install
user46,C1app1,2021/07/01-10:00:00,Install
user46,C1app1,2021/08/01-10:00:00,Install
user46,C1app1,2021/09/01-10:00:00,Install
user46,C1app1,2021/10/01-10:00:00,Install
user46,C1app1,2021/11/01-10:00:00,Install
user46,C1app1,2021/12/01-10:00:00,Install
user47,C1app1,2021/01/01-10:00:00,Install
user47,C1app1,2021/02/01-10:00:00,Install
user47,C1app1,2021/03/01-10:00:00,Install
user47,C1app1,2021/04/01-10:00:00,Install
user47,C1app1,2021/05/01-10:00:00,Install
user47,C1app1,2021/06/01-10:00:00,Install
user47,C1app1,2021/07/01-10:00:00,Install
user47,C1app1,2021/08/01-10:00:00,Install
user47,C1app1,2021/09/01-10:00:00,Install
user47,C1app1,2021/10/01-10:00:00,Install
user47,C1app1,2021/11/01-10:00:00,Install
user47,C1app1,2021/12/01-10:00:00,Install
user48,C1app1,2021/01/01-10:00:00,Install
user48,C1app1,2021/02/01-10:00:00,Install
user48,C1app1,2021/03/01-10:00:00,Install
user48,C1app1,2021/04/01-10:00:00,Install
user48,C1app1,2021/05/01-10:00:00,Install
